"id","calendar_date","week_day","holiday"
47543,2020-03-30,Monday,0
47544,2020-03-31,Tuesday,0
47545,2020-04-01,Wednesday,0
47546,2020-04-02,Thursday,0
47547,2020-04-03,Friday,0
47548,2020-04-04,Saturday,0
47549,2020-04-05,Sunday,0
47550,2020-04-06,Monday,0
47551,2020-04-07,Tuesday,0
47552,2020-04-08,Wednesday,0
47553,2020-04-09,Thursday,0
47554,2020-04-10,Friday,1
47555,2020-04-11,Saturday,0
47556,2020-04-12,Sunday,1
47557,2020-04-13,Monday,0
47558,2020-04-14,Tuesday,0
47559,2020-04-15,Wednesday,0
47560,2020-04-16,Thursday,0
47561,2020-04-17,Friday,0
47562,2020-04-18,Saturday,0
47563,2020-04-19,Sunday,0
47564,2020-04-20,Monday,0
47565,2020-04-21,Tuesday,1
47566,2020-04-22,Wednesday,0
47567,2020-04-23,Thursday,0
47568,2020-04-24,Friday,0
47569,2020-04-25,Saturday,0
47570,2020-04-26,Sunday,0
47571,2020-04-27,Monday,0
47572,2020-04-28,Tuesday,0
47573,2020-04-29,Wednesday,0
47574,2020-04-30,Thursday,0
47575,2020-05-01,Friday,1
47576,2020-05-02,Saturday,0
47577,2020-05-03,Sunday,0
47578,2020-05-04,Monday,0
47579,2020-05-05,Tuesday,0
47580,2020-05-06,Wednesday,0
47581,2020-05-07,Thursday,0
47582,2020-05-08,Friday,0
47583,2020-05-09,Saturday,0
47584,2020-05-10,Sunday,0
47585,2020-05-11,Monday,0
47586,2020-05-12,Tuesday,0
47587,2020-05-13,Wednesday,0
47588,2020-05-14,Thursday,0
47589,2020-05-15,Friday,0
47590,2020-05-16,Saturday,0
47591,2020-05-17,Sunday,0
47592,2020-05-18,Monday,0
47593,2020-05-19,Tuesday,0
47594,2020-05-20,Wednesday,0
47595,2020-05-21,Thursday,0
47596,2020-05-22,Friday,0
47597,2020-05-23,Saturday,0
47598,2020-05-24,Sunday,0
47599,2020-05-25,Monday,0
47600,2020-05-26,Tuesday,0
47601,2020-05-27,Wednesday,0
47602,2020-05-28,Thursday,0
47603,2020-05-29,Friday,0
47604,2020-05-30,Saturday,0
47605,2020-05-31,Sunday,0
47606,2020-06-01,Monday,0
47607,2020-06-02,Tuesday,0
47608,2020-06-03,Wednesday,0
47609,2020-06-04,Thursday,0
47610,2020-06-05,Friday,0
47611,2020-06-06,Saturday,0
47612,2020-06-07,Sunday,0
47613,2020-06-08,Monday,0
47614,2020-06-09,Tuesday,0
47615,2020-06-10,Wednesday,0
47616,2020-06-11,Thursday,1
47617,2020-06-12,Friday,0
47618,2020-06-13,Saturday,0
47619,2020-06-14,Sunday,0
47620,2020-06-15,Monday,0
47621,2020-06-16,Tuesday,0
47622,2020-06-17,Wednesday,0
47623,2020-06-18,Thursday,0
47624,2020-06-19,Friday,0
47625,2020-06-20,Saturday,0
47626,2020-06-21,Sunday,0
47627,2020-06-22,Monday,0
47628,2020-06-23,Tuesday,0
47629,2020-06-24,Wednesday,0
47630,2020-06-25,Thursday,0
47631,2020-06-26,Friday,0
47632,2020-06-27,Saturday,0
47633,2020-06-28,Sunday,0
47634,2020-06-29,Monday,0
47635,2020-06-30,Tuesday,0
47636,2020-07-01,Wednesday,0
47637,2020-07-02,Thursday,0
47638,2020-07-03,Friday,0
47639,2020-07-04,Saturday,0
47640,2020-07-05,Sunday,0
47641,2020-07-06,Monday,0
47642,2020-07-07,Tuesday,1
47643,2020-07-08,Wednesday,0
47644,2020-07-09,Thursday,0
47645,2020-07-10,Friday,0
47646,2020-07-11,Saturday,0
47647,2020-07-12,Sunday,0
47648,2020-07-13,Monday,0
47649,2020-07-14,Tuesday,0
47650,2020-07-15,Wednesday,0
47651,2020-07-16,Thursday,0
47652,2020-07-17,Friday,0
47653,2020-07-18,Saturday,0
47654,2020-07-19,Sunday,0
47655,2020-07-20,Monday,0
47656,2020-07-21,Tuesday,0
47657,2020-07-22,Wednesday,0
47658,2020-07-23,Thursday,0
47659,2020-07-24,Friday,0
47660,2020-07-25,Saturday,0
47661,2020-07-26,Sunday,0
47662,2020-07-27,Monday,0
47663,2020-07-28,Tuesday,0
47664,2020-07-29,Wednesday,0
47665,2020-07-30,Thursday,0
47666,2020-07-31,Friday,0
47667,2020-08-01,Saturday,0
47668,2020-08-02,Sunday,0
47669,2020-08-03,Monday,0
47670,2020-08-04,Tuesday,0
47671,2020-08-05,Wednesday,0
47672,2020-08-06,Thursday,0
47673,2020-08-07,Friday,0
47674,2020-08-08,Saturday,0
47675,2020-08-09,Sunday,0
47676,2020-08-10,Monday,0
47677,2020-08-11,Tuesday,0
47678,2020-08-12,Wednesday,0
47679,2020-08-13,Thursday,0
47680,2020-08-14,Friday,0
47681,2020-08-15,Saturday,0
47682,2020-08-16,Sunday,0
47683,2020-08-17,Monday,0
47684,2020-08-18,Tuesday,0
47685,2020-08-19,Wednesday,0
47686,2020-08-20,Thursday,0
47687,2020-08-21,Friday,0
47688,2020-08-22,Saturday,0
47689,2020-08-23,Sunday,0
47690,2020-08-24,Monday,0
47691,2020-08-25,Tuesday,0
47692,2020-08-26,Wednesday,0
47693,2020-08-27,Thursday,0
47694,2020-08-28,Friday,0
47695,2020-08-29,Saturday,0
47696,2020-08-30,Sunday,0
47697,2020-08-31,Monday,0
47698,2020-09-01,Tuesday,0
47699,2020-09-02,Wednesday,0
47700,2020-09-03,Thursday,0
47701,2020-09-04,Friday,0
47702,2020-09-05,Saturday,0
47703,2020-09-06,Sunday,0
47704,2020-09-07,Monday,0
47705,2020-09-08,Tuesday,0
47706,2020-09-09,Wednesday,0
47707,2020-09-10,Thursday,0
47708,2020-09-11,Friday,0
47709,2020-09-12,Saturday,0
47710,2020-09-13,Sunday,0
47711,2020-09-14,Monday,0
47712,2020-09-15,Tuesday,0
47713,2020-09-16,Wednesday,0
47714,2020-09-17,Thursday,0
47715,2020-09-18,Friday,0
47716,2020-09-19,Saturday,0
47717,2020-09-20,Sunday,0
47718,2020-09-21,Monday,0
47719,2020-09-22,Tuesday,0
47720,2020-09-23,Wednesday,0
47721,2020-09-24,Thursday,0
47722,2020-09-25,Friday,0
47723,2020-09-26,Saturday,0
47724,2020-09-27,Sunday,0
47725,2020-09-28,Monday,0
47726,2020-09-29,Tuesday,0
47727,2020-09-30,Wednesday,0
47728,2020-10-01,Thursday,0
47729,2020-10-02,Friday,0
47730,2020-10-03,Saturday,0
47731,2020-10-04,Sunday,0
47732,2020-10-05,Monday,0
47733,2020-10-06,Tuesday,0
47734,2020-10-07,Wednesday,0
47735,2020-10-08,Thursday,0
47736,2020-10-09,Friday,0
47737,2020-10-10,Saturday,0
47738,2020-10-11,Sunday,0
47739,2020-10-12,Monday,1
47740,2020-10-13,Tuesday,0
47741,2020-10-14,Wednesday,0
47742,2020-10-15,Thursday,0
47743,2020-10-16,Friday,0
47744,2020-10-17,Saturday,0
47745,2020-10-18,Sunday,0
47746,2020-10-19,Monday,0
47747,2020-10-20,Tuesday,0
47748,2020-10-21,Wednesday,0
47749,2020-10-22,Thursday,0
47750,2020-10-23,Friday,0
47751,2020-10-24,Saturday,0
47752,2020-10-25,Sunday,0
47753,2020-10-26,Monday,0
47754,2020-10-27,Tuesday,0
47755,2020-10-28,Wednesday,0
47756,2020-10-29,Thursday,0
47757,2020-10-30,Friday,0
47758,2020-10-31,Saturday,0
47759,2020-11-01,Sunday,0
47760,2020-11-02,Monday,1
47761,2020-11-03,Tuesday,0
47762,2020-11-04,Wednesday,0
47763,2020-11-05,Thursday,0
47764,2020-11-06,Friday,0
47765,2020-11-07,Saturday,0
47766,2020-11-08,Sunday,0
47767,2020-11-09,Monday,0
47768,2020-11-10,Tuesday,0
47769,2020-11-11,Wednesday,0
47770,2020-11-12,Thursday,0
47771,2020-11-13,Friday,0
47772,2020-11-14,Saturday,0
47773,2020-11-15,Sunday,1
47774,2020-11-16,Monday,0
47775,2020-11-17,Tuesday,0
47776,2020-11-18,Wednesday,0
47777,2020-11-19,Thursday,0
47778,2020-11-20,Friday,0
47779,2020-11-21,Saturday,0
47780,2020-11-22,Sunday,0
47781,2020-11-23,Monday,0
47782,2020-11-24,Tuesday,0
47783,2020-11-25,Wednesday,0
47784,2020-11-26,Thursday,0
47785,2020-11-27,Friday,0
47786,2020-11-28,Saturday,0
47787,2020-11-29,Sunday,0
47788,2020-11-30,Monday,0
47789,2020-12-01,Tuesday,0
47790,2020-12-02,Wednesday,0
47791,2020-12-03,Thursday,0
47792,2020-12-04,Friday,0
47793,2020-12-05,Saturday,0
47794,2020-12-06,Sunday,0
47795,2020-12-07,Monday,0
47796,2020-12-08,Tuesday,0
47797,2020-12-09,Wednesday,0
47798,2020-12-10,Thursday,0
47799,2020-12-11,Friday,0
47800,2020-12-12,Saturday,0
47801,2020-12-13,Sunday,0
47802,2020-12-14,Monday,0
47803,2020-12-15,Tuesday,0
47804,2020-12-16,Wednesday,0
47805,2020-12-17,Thursday,0
47806,2020-12-18,Friday,0
47807,2020-12-19,Saturday,0
47808,2020-12-20,Sunday,0
47809,2020-12-21,Monday,0
47810,2020-12-22,Tuesday,0
47811,2020-12-23,Wednesday,0
47812,2020-12-24,Thursday,0
47813,2020-12-25,Friday,1
47814,2020-12-26,Saturday,0
47815,2020-12-27,Sunday,0
47816,2020-12-28,Monday,0
47817,2020-12-29,Tuesday,0
47818,2020-12-30,Wednesday,0
47819,2020-12-31,Thursday,0
